page_url,image_url,saved_path
"https://www.druplicon.org/index.php/druplicon/drupal-ecuador","https://www.druplicon.org/sites/default/files/druplicons/ecuador.jpg","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-ecuador.jpg"
"https://www.druplicon.org/druplicon/drupal-europe-2018","https://www.druplicon.org/sites/default/files/druplicons/DrupalEurope-icon-logo.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-europe-2018.png"
"https://www.druplicon.org/index.php/druplicon/drupal-france","https://www.druplicon.org/sites/default/files/druplicons/france-paris.jpg","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-france.jpg"
"https://www.druplicon.org/index.php/druplicon/drupal-glamp-sydney-2015","https://www.druplicon.org/sites/default/files/druplicons/drupalglampsydney.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-glamp-sydney-2015.png"
"https://www.druplicon.org/index.php/druplicon/drupal-global-training-days-canberra-2013","https://www.druplicon.org/sites/default/files/druplicons/drupal_globe_logo_Trainer300.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-global-training-days-canberra-2013.png"
"https://www.druplicon.org/index.php/druplicon/drupal-hackcamp","https://www.druplicon.org/sites/default/files/druplicons/drupalhackcamp.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-hackcamp.png"
"https://www.druplicon.org/index.php/druplicon/drupal-italy-0","https://www.druplicon.org/sites/default/files/druplicons/drupal%20italia_0.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-italy-0.png"
"https://www.druplicon.org/index.php/druplicon/drupal-jaipur","https://www.druplicon.org/sites/default/files/druplicons/DrupalJaipurLogo200200.jpg","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-jaipur.jpg"
"https://www.druplicon.org/index.php/druplicon/drupal-kathakali","https://www.druplicon.org/sites/default/files/druplicons/d-hat.jpg","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-kathakali.jpg"
"https://www.druplicon.org/druplicon/drupal-malaysia","https://www.druplicon.org/sites/default/files/druplicons/Drupal-mal.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-malaysia.png"
"https://www.druplicon.org/index.php/druplicon/drupal-meetup-montreal","https://www.druplicon.org/sites/default/files/druplicons/drupal-mon.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-meetup-montreal.png"
"https://www.druplicon.org/druplicon/drupal-nicaragua","https://www.druplicon.org/sites/default/files/druplicons/nicaragua.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-nicaragua.png"
